"geoid","total"
"36119007401",1
"36021000500",1
"36119001505",1
"36047009600",14
"36119008800",3
"36119013104",3
"36005003700",6
"36085990100",6
"36047032100",225
"36085002700",2
"36005040701",15
"36061007300",83972
"36047020800",2
"36047101800",1
"36061018100",30078
"36047003600",9
"36061009800",122957
"36119011300",5
"36047035602",4
"36059412400",3
"36047064200",10
"36061024200",1977
"36047019300",1044
"36061017402",1146
"36047077600",14
"36047057600",1
"36059300700",18
"36047055400",30
"36047102400",2
"36005020000",30
"36047025000",5
"36085005000",5
"36047017100",75
"36119010701",7
"36105950800",2
"36061006700",69369
"36047028700",722
"36061021200",2273
"36081037600",1
"36085024800",1
"36081055200",58
"36081048500",544
"36061010100",320892
"36061006200",41494
"36081118100",3
"36047039100",672
"36061000800",4360
"36047049100",837
"36085012500",1
"36119002402",5
"36047003000",10
"36047015500",425
"36047076200",18
"36081015300",436
"36081012800",3
"36081011800",18
"36047116800",14
"36005007300",23
"36081092900",13
"36005026100",6
"36005030100",8
"36071013600",1
"36081103900",6
"36005016500",14
"36081990100",9
"36047029500",168
"36081049600",3
"36059416900",5
"36061029100",188
"36081009900",182
"36047031900",107
"36081009600",22
"36081097300",9
"36081080302",26
"36047072400",8
"36081005400",25
"36081104700",3
"36047054300",471
"36047074000",17
"36047086000",10
"36061002000",2032
"36081036300",96
"36081011400",3
"36081005800",11
"36047038900",1156
"36085027705",1
"36061009100",111769
"36085014608",1
"36103135209",1
"36081152902",4
"36081037700",55
"36059518203",4
"36047117602",4
"36047099000",4
"36081066100",1
"36047018600",1
"36061018500",25658
"36047025600",21
"36081028100",332
"36047016100",3866
"36081010000",32
"36081052100",38
"36081079000",302
"36119009900",3
"36005007800",20
"36047028600",17
"36005033700",4
"36059302600",1
"36061021400",261
"36059517301",1
"36061015500",33831
"36059414900",1
"36047053000",43
"36047110400",26
"36047058800",7
"36005007400",7
"36081003200",4
"36081046800",10
"36061019701",5026
"36059301200",6
